PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,class,class_name
-18.801437,-3.769875,-1.3087765,-1.1758782,1.5646769,3.7984266,-1.0355756,0.35866776,0.42694992,-0.9265272,-0.33860943,0.14045593,-0.74710697,-0.20844121,0.68724155,0.020288665,0.3819957,0.028602574,0.17545822,-0.05841007,-0.338136,-0.4545009,0.294044,0.19798137,0.406295,-0.14577934,-0.41324252,-0.30611384,-0.06821889,-0.5709765,-0.086878836,-0.17294829,0.12224403,-0.00044350818,0.22417356,0.23888196,-0.12361589,-0.032624092,-0.09031501,0.054688524,0.0133847,-0.35697195,0.025554094,-0.014924764,0.2994795,0.26686856,0.5657869,0.39771122,-0.2860292,0.31452897,0,Airplane
0.8863589,3.00587,2.2738059,1.9044375,-5.2290893,0.3995638,0.30893138,-0.20183972,-2.0732727,2.2772741,0.89862984,0.80028284,-0.027828,-1.1766511,0.30620012,0.017100185,-0.32817724,-0.074066184,0.42132264,-0.6017999,-0.43150848,-0.24512564,0.7211332,0.43064204,0.029045975,-0.043528765,-0.16828044,-0.28327027,-0.09794889,0.022747599,0.34241277,-0.3822929,1.03947,0.48520434,0.022593554,-0.5471477,0.36032012,0.46235153,0.047417253,0.25019112,-0.16255859,0.06124875,-0.1352587,-0.23487039,0.0014815804,0.40981385,0.051173817,0.047600232,-0.3650602,-0.15579534,9,Truck
8.94671,4.7339306,-5.9261103,-2.843623,0.5289816,0.2772392,1.5546398,-0.029828511,-0.6180188,0.525188,0.5641674,0.9956949,-1.3666146,-0.047843553,-0.25411242,-0.4608037,-0.008354876,0.15803698,0.2593791,0.5801302,-0.04700334,-0.044398956,-0.10349613,-0.12262374,0.39442396,0.32168704,-1.0791042,-0.018598821,-0.16816966,-0.23306152,0.20408897,-0.26457906,-0.4094477,0.15301314,-0.062904015,0.21472017,-0.3609803,-0.17653935,-0.1840812,-0.0029352817,0.5796372,-0.1699512,0.59493446,-0.14160031,0.13346459,0.2805886,0.06847115,0.01841193,-0.0635741,-0.07478574,5,Dog
-3.6000903,4.6126394,-2.4430537,0.764236,-2.6585412,-0.8944262,1.8227606,-1.6482521,-1.5678457,-1.5625314,-1.5282071,0.6609893,0.13955687,0.67062855,1.8588015,0.07772528,-0.3581916,-0.5468453,0.043457203,-0.113199756,-0.733529,0.66291016,-0.19462341,0.23818871,-0.024370203,0.013917748,0.337651,-0.3154279,-0.32978195,-0.13922943,-0.2568311,-0.1573357,-0.39120042,-0.21191911,-0.023564676,-0.44911808,-0.45899555,0.118360706,-0.44727117,0.16937263,0.18897834,0.4409464,-0.16267309,-0.12873283,0.27073032,-0.03740239,0.24251129,0.12040818,-0.14120324,0.22927807,7,Horse
-4.586029,0.053964674,1.2135088,-2.5941331,-1.1684141,0.74923724,2.4138882,1.9270045,-1.648705,-1.1524732,-1.003668,-2.0455856,0.07046601,-0.020582097,-0.41514176,0.58059007,-1.0266672,1.6683812,0.35188842,0.3497067,-0.68381965,0.4455961,-0.14305858,-0.74359226,-0.34188014,-0.120700605,-0.33787343,0.6737722,-0.21699676,-0.21975613,-0.51085657,0.25173134,0.19265656,-0.13208246,-0.70722306,-0.4193458,0.043943573,-0.2489093,-0.030437566,-0.123421796,0.015769584,0.41787145,0.18644792,-0.24597502,-0.30737036,0.09206828,0.0060569867,-0.6138127,0.040214136,-0.17079772,9,Truck
-5.043343,-16.456205,0.64677584,-4.5823827,1.9422904,0.36640474,1.6271449,-0.15514146,-1.1483864,-0.055952165,-0.19866897,-1.2397481,0.055123445,0.20552397,-0.15121104,-1.3277459,-0.10812286,-0.62165797,0.79352736,0.13065355,0.40311438,0.016832413,0.746566,0.61975116,0.037227612,-0.32817802,-0.59150803,0.2241992,0.6853364,0.26438212,-0.34857103,0.0466234,-0.23125409,0.15203935,-0.13905798,-0.08691012,-0.072321884,-0.3204776,-0.080676526,0.3276603,0.73883486,-0.5485641,-0.106987104,-0.1839963,0.16604966,-0.38293695,0.29131427,-0.30451512,0.20804894,-0.50019383,8,Ship
1.3422446,8.800511,1.4483925,-2.8196962,0.4588383,1.2332777,2.652808,-0.2611728,-0.04323111,-0.94192314,-0.08197904,-0.5671479,0.638767,-1.0695851,0.61939734,0.1942342,-0.43024153,-0.7099208,0.63867754,-0.87148154,-0.42920578,0.16320252,-0.4200332,-0.81422853,0.3487208,-0.4853231,-0.2938599,-0.07097777,-0.4333372,-0.10284506,0.044083044,-0.30700955,-0.29190847,-0.17906265,0.40522438,0.38948393,-0.15172102,0.19301806,-0.22499076,-0.25943074,-0.3533307,-0.13396415,0.0953146,0.23109789,0.71426386,-0.018987963,-0.6504855,-0.083146885,0.037840433,-0.70235354,5,Dog
1.497924,2.5192811,-4.0246077,-0.25075462,-0.5791949,0.3772513,1.5310172,1.1439,1.068366,0.89624816,-1.9197681,-2.4160385,-0.9205053,1.2454922,-1.1597782,-0.4990479,0.017606674,-0.7397429,0.8978355,-1.1156151,-0.61053693,0.29337174,-0.014968798,0.4434934,1.0834929,-0.85050106,0.5341746,-0.057241026,0.42320827,0.5270885,0.2111468,0.1655428,-0.3950003,0.041175816,-0.7977868,-0.31233513,-0.2076896,-0.09327189,-0.21890527,0.2987726,-0.008329865,-0.2801627,0.1613881,-0.026884954,0.29007503,-0.18722181,0.42772874,0.6655587,0.73399675,-0.17451462,7,Horse
-12.091231,-1.3695469,9.78768,7.085994,1.8260986,-2.4879477,-0.889198,-2.1394808,2.074558,-1.3568648,0.46575376,0.32714516,1.5092843,0.8827802,0.5728943,0.23074713,-0.89451563,-0.591223,0.27015838,0.43036604,0.9902119,0.36094552,-0.27792922,0.1686442,1.1136549,0.35639292,-0.066985264,-0.19654727,0.16031356,0.023930065,0.08835395,0.19476187,-0.44626066,-0.31771734,-0.04104084,-0.18349268,0.0995607,0.23404758,0.2343306,0.29478163,-0.11433299,0.7749459,0.24880111,-0.062179536,-9.254364e-05,-0.07598548,-0.027093122,-0.36073652,0.13373125,0.19929318,8,Ship
13.658419,6.054581,-5.559289,4.5526204,-2.0061483,2.3849335,-1.2324394,0.4277429,0.07059831,1.1810814,-1.4892188,0.017291848,1.5186425,0.24558589,0.2535235,0.32428366,1.2168435,0.1938799,-0.07416052,-0.4402204,1.4803373,0.40317985,0.7689916,0.32697907,0.795396,-0.20722434,0.18888469,-0.6890908,-0.5301936,-0.01836047,-0.25834948,0.7845525,0.29314026,0.068170294,-0.27206224,-0.04816167,-0.098528445,0.40939987,-0.51733905,0.332277,0.19594975,-0.14663604,0.29483297,-0.14549582,0.16536254,0.31294873,0.21453163,0.044685874,-0.3415587,0.18716446,6,Frog
2.380745,-6.2525845,-3.29648,-1.0376922,0.6783033,0.07255016,2.2948635,-1.2808315,-2.0303,1.0650531,-0.29664055,-0.7716536,-0.62994516,0.95307845,0.34574094,0.5676068,-0.43915054,0.4593436,-0.38411796,0.055607002,0.2624049,0.5534602,-0.45154172,-0.1787224,-0.52097386,0.40972853,-0.20869492,0.3313656,0.7313643,-0.08897498,0.21956752,0.06755205,0.2150332,0.13771024,-0.15122625,0.7070435,0.4575848,-0.13220498,0.67575794,-0.40225014,-0.08193038,-0.59821147,0.15740114,0.008099304,0.63114434,0.07876126,-0.17020822,0.091346845,0.48959202,0.5937368,7,Horse
0.46566617,-26.82404,-0.7937031,-0.26263008,0.90355504,4.2497325,-0.46747458,0.029835034,-1.5146806,-0.15533037,-0.7780877,0.35955977,0.5134239,-1.283921,-0.29808912,-1.6625377,-1.2822062,0.43222708,0.13222684,-0.9561373,0.6885571,-0.0016571416,0.37536746,-0.13297212,-0.27961248,-0.55824435,0.16313772,0.13119209,-0.6583916,0.3201401,0.19993313,-0.68920714,-0.42972487,0.97587055,0.36359096,0.11014436,-0.16766462,-0.16087854,0.08701878,0.07821482,0.03154461,0.07000876,-0.16706432,0.02870142,-0.36894456,-0.0035056698,0.47892576,-0.223302,0.22871496,0.13015696,0,Airplane
-25.24392,-0.25124252,-2.28342,-0.1681396,1.56554,2.4915037,-5.1729236,-1.0059748,0.25572315,-0.48000893,0.2375409,-0.20287152,0.23919846,-0.26820824,0.38079566,-0.55909854,-0.3121001,-0.4097469,-0.29650903,-0.3397468,-0.050139345,-0.0883193,-0.35576877,-0.006594599,-0.214287,0.23043755,-0.21208078,-0.21505833,0.096598886,-0.056915134,-0.1826118,0.2304275,0.14312313,-0.45265964,-0.13684008,-0.13913098,0.09614931,-0.26788786,0.10416325,-0.0035502396,0.096676655,-0.07980253,-0.0171675,-0.058373693,-0.07172646,-0.058462963,-0.03350061,0.24691084,-0.09915102,-0.059342295,4,Deer
4.014776,6.881816,-1.9199743,2.1925716,-2.0662088,-2.287942,-0.43437895,0.12742089,1.3672755,1.3186415,-0.7289742,0.3911515,-0.89427537,0.93427616,-1.4384726,0.94557935,0.60494554,-0.20830218,1.2005564,-0.03183792,0.8160926,0.3229698,0.17517225,0.53602463,-0.12447069,0.97461474,0.5900862,0.0018126182,-0.54245543,-0.3676593,-0.15625465,0.8178015,-0.56124604,0.17288208,0.026540967,0.0009959585,0.60972404,0.29521587,0.8305699,-0.29550275,-0.13246724,-0.46058097,-0.102071084,0.5471132,0.14960007,0.34600317,0.8451235,0.15477505,-0.43288404,0.084235124,9,Truck
13.924365,-12.586025,-1.3519346,-2.8455648,1.1073302,2.5052574,0.654177,-0.84467757,-1.0815605,0.7048961,-0.13018152,-0.04793254,-0.7036662,-0.052541345,1.8415502,2.04519,0.17072488,-1.0220233,0.609922,-0.26584765,0.7743294,-0.32132187,-0.08992195,-0.17657089,-0.77306,0.5402229,0.06658673,-0.043482337,-1.0500792,0.42501366,0.08933746,-0.10742327,0.30670208,0.0146159325,-0.035275273,0.20125934,-0.40777472,-0.2675974,-0.04675047,-0.5471325,-0.45918214,0.16026726,-0.10947744,0.23068029,0.360446,-0.08518992,-0.43269283,-0.27042902,-0.113540106,-0.18995543,5,Dog
-0.90303004,-14.566889,0.8014958,0.664588,0.48624644,3.7104506,2.1890185,-0.9417406,0.28429288,-0.5374413,-2.4541461,-1.6639334,1.1017296,-0.8510977,0.7597876,0.69016,0.43529174,0.28951815,0.050934814,-2.2797873,-0.4452512,1.8897991,0.23350035,-1.5283576,-1.1887627,0.58042014,-0.7509763,0.17815845,-0.009921438,-1.0505468,-0.34989265,0.0073354193,0.7604745,0.48205203,-0.035989735,0.5519032,-0.39469534,0.5879405,-0.22521569,-0.29234597,0.10669526,0.21349134,-0.116131164,0.6468764,-0.28911862,-0.070154235,-0.39192575,0.19657655,-0.03425359,0.2775549,2,Bird
5.6542335,1.4327828,1.4073616,-0.7316595,-2.794478,-2.5368917,1.4423149,-1.534215,-0.64312404,-0.29615137,0.4468695,-0.48726356,0.30092338,0.6669882,0.36088353,0.17244342,0.60902655,-0.34517884,-0.43816406,-0.09146097,-0.35424754,-0.1841345,-0.17593044,0.6458597,0.4194061,-0.9455474,0.4749393,0.18384856,0.26160464,-1.495525,-0.9333034,-0.03700818,-0.16529778,-0.46565175,-0.2697568,-0.5190291,-0.20819418,-0.15212065,-0.90429646,0.45757133,0.27467898,-0.15963303,0.0013556071,0.40254653,-0.0011782233,0.07632641,0.20297007,-0.08333744,0.4224674,0.02152245,4,Deer
5.003661,-12.849751,6.436261,-2.1908653,-1.0579522,2.284455,1.823133,0.6991912,-0.89027935,0.5827667,0.32940593,-0.2860705,1.7287086,0.37364152,-0.8950906,-0.90586877,0.5621163,-0.51657414,0.7778811,-0.3731767,-0.6680033,-0.49415913,-0.40585294,-0.9200898,0.3148287,-0.12622954,0.8963749,0.09352325,0.03269683,-0.06817723,0.13770507,0.3024949,-0.66245395,-0.23843154,0.10271248,-0.13861135,0.12989686,0.0688883,0.2716425,0.6384423,0.35129553,-0.31799656,-0.25659722,0.17123073,0.08191524,-0.15544353,0.1923176,0.110598534,-0.3495694,0.024347004,0,Airplane
-1.8374712,0.9405781,-4.788878,2.7799993,1.1669484,-2.6718502,1.9547757,-1.3363925,-2.111548,0.33842167,1.8595104,0.6902449,-0.73337424,1.1261055,0.069596335,1.0800351,-1.1584338,1.1131977,0.8324767,-0.19260494,-0.71909606,-0.28639525,-0.46878088,-0.15019642,-0.7195953,0.03233039,-0.25116995,0.052142218,0.018913383,-0.07295696,0.10372327,-0.47840804,0.967983,-0.48930958,-0.48106357,-0.6478188,-0.44131908,-0.14510415,-0.09142479,0.3544847,0.14360373,0.09138187,0.055131193,-0.40121505,-0.50146836,0.40890384,-0.3137546,-0.37095988,-0.19052133,0.018668879,9,Truck
18.970547,-2.7456965,1.0548733,-3.4667757,0.305903,-1.9040996,-2.0137274,-1.8268594,0.33510894,-2.16007,-0.69552916,0.04905781,1.5744452,0.07321337,-0.4756676,-0.1003757,-0.98192376,-0.5180973,-0.668126,-0.9614297,0.15559545,0.46336734,0.053691726,0.336451,0.07961617,0.3245683,0.28512803,0.38276404,0.10578773,-0.5291049,0.4070101,0.051509935,-0.0075463695,-0.58631194,0.014692163,0.35135254,0.52556276,0.54089075,0.21302484,0.15692142,0.18818547,-0.07849391,0.5318834,0.29779223,0.5121243,0.44178575,-0.005861011,-0.098737545,-0.003148322,-0.25308082,6,Frog
13.194877,7.743707,-2.2093625,0.895172,2.3644826,0.6527665,-0.6040529,-0.91047543,-1.0784504,1.6778457,1.6170198,1.5465286,-2.0624874,-0.20893066,-0.39804253,1.3379204,1.2528573,0.99545777,1.6247469,-0.54601574,0.27104843,0.05224846,0.20185825,-0.12363674,0.108720794,-0.4519332,-0.33107856,0.10718557,0.13342974,0.11927991,-0.11295785,0.25642732,0.07267475,-0.08760866,-0.3439131,-0.5022349,-0.15422632,0.31103006,-0.41091773,0.563108,0.3193492,-0.09354555,0.20242779,0.043463588,0.07812644,-0.19330478,-0.31985462,-0.0015846797,0.2664697,-0.09203521,6,Frog
19.440504,3.3039236,1.4299158,0.83138907,1.2588751,1.9459479,-1.7660818,-0.46261582,-0.9678619,-0.0056950855,0.4213891,-0.49609745,0.31072184,-0.10898299,-0.40172604,-0.18305804,-1.0247451,-0.50247186,-0.92305773,0.37691975,0.47448033,0.48766118,-0.20220727,-0.6874822,-0.6725645,0.09637073,0.11434855,-0.25869015,-0.18054421,0.022609044,-0.04610165,0.39169174,0.07831245,-0.014555023,-0.8944717,0.41659197,-0.26557842,-0.18432377,0.25939623,-0.04911108,-0.37611103,0.11745013,0.30351457,0.15892065,-0.13955319,0.557203,0.2979099,-0.24697326,0.10041536,-0.18934877,5,Dog
2.2351913,-0.42135566,-1.0246542,2.6097345,-5.676152,-0.8634417,0.89025456,-1.5217941,0.22868699,0.38327053,-0.14345673,0.48149532,-0.1919138,0.43598703,-0.8541752,-1.2253896,0.47455817,2.241951,0.11815365,0.20291668,-0.3435826,0.42842138,1.4368374,0.16976877,0.7802613,0.6900705,0.08431975,0.47063768,-0.6153778,-0.5745341,-0.07367315,0.30955654,-0.90985733,-0.6880029,-0.29620612,0.2884533,0.7881955,0.8422562,-0.043696087,-0.5786327,0.37301648,0.6304906,-0.16495408,0.38190764,-0.52235246,-0.007511269,-0.36082557,0.27687004,-0.112282515,-0.030565828,4,Deer
5.2003098,-3.4074476,-2.8442388,1.9982606,-1.984875,-1.3325132,1.7401881,-0.182974,-0.7420699,-1.2259915,1.0307992,-0.588666,0.48817796,-1.271231,3.2057123,-1.0977662,-0.075920075,-1.4818429,-0.056374177,-0.44233105,0.2319071,0.29335344,-0.12160674,0.42355108,0.09119315,-0.20625238,-0.2226643,0.5738932,0.40529904,-0.2970538,-0.21180242,-0.3418155,0.18152124,-0.3655729,0.34623453,0.06483265,0.18810336,0.11557887,-0.89357054,-0.19624846,-0.31954074,0.69534564,-0.3839596,0.11629246,0.23801124,0.030774843,-0.34409776,0.74351656,-0.24939576,-0.16004908,5,Dog
-14.870061,8.855897,1.6676902,-3.1705465,0.15000692,0.81294936,-1.1472437,-0.2303967,-1.318179,2.0821803,-0.15628907,-0.1582644,-0.43167692,0.17236285,-0.2952863,0.10114437,-0.76411265,-0.14467733,-0.20072846,-0.52464443,-0.023167156,-0.6154884,-0.015354078,0.5785407,-0.09997264,0.6679887,0.20255344,-0.10857519,0.30397463,0.064879544,0.10639143,0.3023305,0.15272002,0.3766277,0.3309733,0.102683,-0.4626239,-0.40758243,-0.0066639497,0.68529284,0.20233126,0.2405938,-0.23144977,-0.66900605,0.020744845,0.051841848,0.24348558,-0.36436918,-0.0046616923,0.026039181,9,Truck
-1.5933583,4.8139234,-2.124306,-2.9439669,-3.7286956,0.662533,2.1131604,0.3315836,1.1239227,-0.17426236,-1.4222474,-0.56126994,0.07682962,-0.34044427,1.8216059,0.015878588,0.49393234,0.083612375,-2.1106088,-0.044100188,1.252093,-1.4170303,-0.17692907,0.11223169,0.06826571,0.18883994,0.061524067,0.64930475,-0.17040697,-0.008838423,0.098089874,-0.25762045,0.23922636,-0.15687306,0.026492316,0.42239174,-0.18668723,0.5614465,0.005939407,0.065111965,0.24208535,0.5290809,0.086449556,0.23133409,-0.12389869,0.023656301,0.03916315,-0.017839171,-0.1784414,-0.07957111,2,Bird
17.668917,-1.1338569,4.1866426,-3.8459399,0.15955053,0.8671932,-1.2133142,-0.14211467,0.7398424,-1.3044446,-0.8926079,0.61916816,-1.0107958,-2.1198938,0.33477393,0.039726574,-0.4455612,-0.20528413,-1.5019772,-0.52021,0.8059838,-0.864871,-1.0829277,-0.11993685,-0.64077926,0.40216368,-0.31300914,0.03073845,0.97304523,0.07200628,0.22049925,-0.09199051,-0.42335978,-0.3355855,-0.5545321,0.161683,0.12888215,0.4686015,-0.1614122,-0.00818924,-0.13059309,-0.09763606,-0.24458538,-0.0058391015,-0.30153856,-0.20660634,-0.28229037,-0.2866827,-0.37214223,-0.081725344,4,Deer
-3.3312552,0.22222623,-1.3760214,-0.16701424,-2.5068378,0.65233976,2.191239,-0.7502034,-4.019203,-0.37502038,0.8220577,1.5803547,-0.01756784,-0.42215714,-1.2739526,-0.041869976,-1.2086385,-0.09567592,0.0023631465,-0.60398823,-0.13760006,-0.4435296,-0.79371023,-0.33786795,0.41770673,-0.32770976,0.16386245,-0.16925102,0.5554146,0.19229482,-0.33537635,0.5296735,0.14686987,0.38259652,-0.5549461,0.33027455,0.48582506,0.5302766,-0.19866376,0.13834575,0.026322454,0.18426874,-0.24803838,0.013307688,0.56941646,0.09985438,0.36078513,0.09039548,0.04050094,-0.09810112,1,Automobile
1.8505505,12.26109,1.3995832,-0.7504902,-0.92706895,0.26746407,0.6659538,-0.41482604,-0.23411845,0.2623678,-0.23499869,1.2015953,0.017956948,0.80050296,0.4956566,-0.0544568,-0.4631269,-1.2023351,0.8780861,-0.116005704,0.22227804,-0.36883855,0.3554801,0.21800898,0.46073157,-0.17184597,-0.40354872,0.5291674,0.99979174,0.7598054,-0.43432426,-0.41843683,0.48355907,-0.12995656,0.16508493,-0.0041405046,0.082462564,0.023738766,-0.12648766,-0.021591166,-0.049030967,-0.22556603,0.026363295,-0.059291888,-0.798892,-0.3336773,0.0391745,-0.10750813,0.060190838,-0.079105504,9,Truck
-4.428069,1.1383581,-1.8377825,2.015361,-1.6389465,-2.7917404,1.1899964,-0.35628456,0.8440629,-0.05070941,-0.41420212,-0.1778745,-0.9057117,1.376746,0.35085684,-0.082318455,0.58175796,-0.8900389,0.0027332217,1.434562,-0.5951618,-0.5887762,0.5510086,0.69540715,0.16236623,0.39647916,-0.5980449,-0.12147461,-0.0011003352,0.16406654,0.11087791,-0.6457121,-0.1962533,0.92500234,-0.23869711,0.20354326,0.05988889,-0.5686893,0.21869,0.4556142,0.44102186,-0.3284234,0.356059,0.23658644,0.37732044,-0.17228937,-0.047073167,-0.31724235,-0.3543574,0.0466492,5,Dog
-7.8791976,-1.6148207,-0.6174564,0.8305845,-1.1826079,-1.5239246,0.4963461,0.86434853,-0.79125357,3.2332315,0.53795636,0.5800202,1.5488849,-1.193627,1.1735886,-0.20917624,0.47965938,0.7489052,-0.20613827,1.8182155,0.8929654,0.692694,-1.0049171,-0.10091456,-0.47044048,0.36619338,0.35137832,-0.28737083,0.37340406,-0.2809662,0.95860356,-0.47868487,0.25750232,0.007327668,0.13215625,-0.42529225,-0.31221932,0.27297172,0.26568556,0.11381021,-0.3418462,0.08308866,-0.13838597,-0.38274178,-0.27539656,0.16314793,-0.4395056,0.16681975,0.49442416,-0.33325803,4,Deer
